STRING ID,ENGLISH,SIMPLIFIED CHINESE / 简体中文,RUSSIAN / РУССКИЙ,SPANISH / ESPAÑOL,PORTUGUESE / PORTUGUÊS (BR),GERMAN / DEUTSCH,KOREAN / 한국어,JAPANESE / 日本語,FRENCH / FRANÇAIS,POLISH / POLSKI,TRADITIONAL CHINESE / 繁体中文,TURKISH / TÜRKÇE
MENU_OPTIONS_TEXTURE_DETAIL,Texture detail,材质细节,Детализация текстур,Detalles de las texturas,Detalhe das texturas,Texturdetails,텍스처 세부 사항,テクスチャの詳細,Détail des textures,Detale tekstur,材質細節,Doku detayı
MENU_OPTIONS_MULTICORE_RENDERING,Multicore rendering,多核渲染,Многоядерная обработка,Renderizado multinúcleo,Renderização multinuclear,Multicore-Rendering,다중 코어 렌더링,マルチコアレンダリング,Rendu multicœur,Renderowanie wielordzeniowe,多核心渲染,Çoklu CPU Kullanımı
MENU_OPTIONS_MODEL_DETAIL,Model detail,模型细节,Детализация моделей,Detalles de los modelos,Detalhe dos modelos,Modelldetails,모델 세부 사항,モデルの詳細,Détail du modèle,Detale modeli,模型細節,Model detayı
MENU_OPTIONS_WIDESCREEN,Widescreen,宽屏幕,Широкий экран,Pantalla panorámica,Widescreen,Breitbild,와이드 화면,ワイドスクリーン,Grand écran,Panoramiczny,寬螢幕,Geniş ekran
MENU_OPTIONS_EFFECT_DETAIL,Effect detail,效果细节,Детализация эффектов,Detalles de los efectos,Detalhe dos efeitos,Effektdetails,효과 세부 묘사,エフェクト詳細設定,Détail des effets,Szczegóły efektów,效果細節,Efekt Detayı
MENU_OPTIONS_FILTERING_ANISOTROPIC,Anisotropic,异向,Анизотропная,Anisotrópico,Anisotrópico,Anisotropisch,비등방성,異方性,Anisotrope,Anizotropowe,異向,Eşyönsüz Süzme
MENU_OPTIONS_FILTERING_BILINEAR,Bilinear,双线性,Билинейная,Bilineal,Bilinear,Bilinear,쌍선형,バイリニア,Bilinéaire,Dwuliniowe,雙線性,İki Doğrusal Süzme
MENU_OPTIONS_FILTERING_TRILINEAR,Trilinear,三线性,Трилинейная,Trilineal,Trilinear,Trilinear,삼선형,トライリニア,Trilinéaire,Trójliniowe,三線性,Üç Doğrusal Süzme
MENU_OPTIONS_FILTERING_MODE,Filtering mode,过滤模式,Фильтрация,Modo de filtro,Modo de filtragem,Filtermodus,필터링 모드,フィルタリング モード,Mode filtrage,Tryb filtrowania,過濾模式,Filtre modu
MENU_SETTING_ULTRA,Ultra,非常高,Ультра,Ultra,Ultra,Sehr hoch,매우 높음,ウルトラ,Très élevé,Poziom b. wysoki,最高,Çok Yüksek
MENU_SETTING_VERY_HIGH,Very High,非常高,Очень высокое,Muy alta,Muito alto,Sehr hoch,매우 높음,最高,Très élevé,Bardzo wysoka,最高,Çok Yüksek
MENU_SETTING_HIGH,High,高,Высокий,Alta,Alto,Hoch,높음,高,Haut,Wysokie,高,Yüksek
MENU_SETTING_MEDIUM,Medium,中,Средний,Medio,Médio,Mittel,중간,中,Moyen,Srednie,中,Orta
MENU_SETTING_LOW,Low,低,Низкий,Baja,Baixo,Niedrig,낮음,低,Bas,Niskie,低,Alçak
MENU_VERSION,Version,版本,Версия,Versión,Versão,Version,버전,バージョン,Version,Wersja,版本,Versiyon
MENU_VERSION_DEMO,Demo,试玩版,Демо,Demo,Demo,Demo,체험판,デモ,Démo,Demo,試玩版,Demo
MENU_VERSION_FREE,Free,免费版,Бесплатная,Gratis,Grátis,Kostenlos,무료판,無料版,Gratuit,Darmowa,免費版,Bedava
MENU_VERSION_FULL,Full,完整版,Полная,Completa,Completo,Komplett,완전판,完全版,Complet,Pełna wersja,完整版,Tam Sürüm
MENU_VERSION_LITE,Lite,位版本,Урезанная,Reducida,Lite,Lite,라이트판,Lite版,Lite,Lite,位版本,Deneme
MENU_VERSION_PREMIUM,Premium,超值版,Премиум,Premium,Premium,Premium,프리미엄판,プレミアム,Premium,Premium,超值版,Kaliteli
MENU_VERSION_SHAREWARE,Shareware,共享软件,Условно-бесплатная,Shareware,Shareware,Shareware,셰어웨어,シェアウェア,Shareware,Shareware,共享軟件,Paylaşımlı Yazılım
MENU_VERSION_TRIAL,Trial,试用版,Пробная,Prueba,Teste,Trial,시험판,体験版,Essai,Trial,試用版,Deneme
MENU_VR_COMFORT_MODE,VR comfort mode,虚拟现实舒适模式,Комфортный режим VR,Modo de confort VR,Zona de Conforto RV,VR Comfort Mode,VR 효과 줄이기,VR向けモード,Mode de comfort VR,Tryb komfortu WR,虛擬現實舒適模式,VR konfor modu
MENU_VR_HMD_ORIENT_RESET,HMD orientation reset,HMD方向重置,Сброс ориентации VR-шлема,Reiniciar orientación de HMD,Reiniciar orientação HMD,HMD-Orientierung zurücksetzen,HMD 방향 재설정,HMDの画面位置設定をリセット,Restaurer l'orientation du HDM,Resetuj orientację HMD,HMD方向重置,Görüş Ünitesi yön sıfırla.
MENU_VR_VIRTUAL_REALITY,Virtual Reality,虚拟现实,Виртуальная реальность,Realidad Virtual,Realidade Virtual,Virtuelle Realität,가상현실,バーチャルリアリティ,Réalité virtuelle,Wirtualna Rzeczywistość,虛擬現實,Sanal Gerçeklik
SETTINGS_TAB_ENVIRONMENT,Environment controls,环境控制,Управление окружением,Control del entorno,Controle do ambiente,Umgebungssteuerung,환경 설정,環境コントロール,Contrôle de l'environnement,Sterowanie środowiskiem,環境控制,Ortam kontrolleri
SETTINGS_TAB_SYSTEM,System info,系统信息,Системная информация,Información del sistema,Informações do sistema,Systeminformationen,시스템 정보,システム情報,Infos système,Informacje o systemie,系統資訊,Sistem bilgisi
SETTINGS_SECTION_AUDIO,Audio,音频,Аудио,Audio,Áudio,Audio,오디오,オーディオ,Audio,Audio,音訊,Ses
SETTINGS_VOLUME_MASTER,Master volume,主音量,Общая громкость,Volumen maestro,Volume principal,Gesamtlautstärke,마스터 음량,マスター音量,Volume principal,Głośność ogólna,主音量,Ana ses düzeyi
SETTINGS_VOLUME_SFX,SFX volume,音效音量,Громкость эффектов,Volumen de efectos,Volume de efeitos,Effektlautstärke,효과음 음량,SFX音量,Volume des effets,Głośność efektów,音效音量,EFX ses düzeyi
SETTINGS_VOLUME_MUSIC,Music volume,音乐音量,Громкость музыки,Volumen de la música,Volume da música,Musiklautstärke,음악 음량,音楽音量,Volume musical,Głośność muzyki,音樂音量,Müzik ses düzeyi
SETTINGS_VOLUME_AMBIENT,Ambient volume,环境音音量,Громкость окружения,Volumen ambiental,Som ambiente,Umgebungslautstärke,배경 음량,環境音音量,Volume ambiant,Głośność tła,環境音量,Ortam ses düzeyi
SETTINGS_ABANDON_RUN,Abandon run,放弃任务,Прервать заезд,Abandonar partida,Abandonar corrida,Lauf abbrechen,진행 중단,ランを中止する,Abandonner la partie,Porzuć rozgrywkę,放棄闖關,Koşudan çekil
